,Protein families
432595,Class-C beta-lactamase family
455430,Class-C beta-lactamase family
443834,Class-C beta-lactamase family
429214,Class-C beta-lactamase family
409109,Class-C beta-lactamase family
122943,Class-C beta-lactamase family
96535,Class-C beta-lactamase family
63616,Class-C beta-lactamase family
73477,Class-C beta-lactamase family
74577,Class-C beta-lactamase family
338674,Class-C beta-lactamase family
224117,Class-C beta-lactamase family
30222,Class-C beta-lactamase family
353053,Class-C beta-lactamase family
249822,Class-C beta-lactamase family
265959,Class-C beta-lactamase family
425646,Class-C beta-lactamase family
1624,Class-C beta-lactamase family
338960,Class-C beta-lactamase family
361993,Class-C beta-lactamase family
154768,Class-C beta-lactamase family
442838,Class-C beta-lactamase family
343996,Class-C beta-lactamase family
78626,Class-C beta-lactamase family
328776,Class-C beta-lactamase family
337910,Class-C beta-lactamase family
384480,Class-C beta-lactamase family
288171,Class-C beta-lactamase family
49845,Class-C beta-lactamase family
5218,Class-C beta-lactamase family
338284,Class-C beta-lactamase family
186610,Class-C beta-lactamase family
454816,Class-C beta-lactamase family
336291,Class-C beta-lactamase family
211918,Class-C beta-lactamase family
142233,Class-C beta-lactamase family
110067,Class-C beta-lactamase family
375175,Class-C beta-lactamase family
73091,Class-C beta-lactamase family
340305,Class-C beta-lactamase family
269938,Class-C beta-lactamase family
49556,Class-C beta-lactamase family
146485,Class-C beta-lactamase family
338046,Class-C beta-lactamase family
398235,Class-C beta-lactamase family
411609,Class-C beta-lactamase family
203658,Class-C beta-lactamase family
55249,Class-C beta-lactamase family
225737,Class-C beta-lactamase family
73727,Class-C beta-lactamase family
326947,Class-C beta-lactamase family
120077,Class-C beta-lactamase family
416579,Class-C beta-lactamase family
65028,Class-C beta-lactamase family
368871,Class-C beta-lactamase family
336572,Class-C beta-lactamase family
178655,Class-C beta-lactamase family
270194,Class-C beta-lactamase family
184327,Class-C beta-lactamase family
403823,Class-C beta-lactamase family
276922,Class-C beta-lactamase family
425454,Class-C beta-lactamase family
340518,Class-C beta-lactamase family
155101,Class-C beta-lactamase family
423198,Class-C beta-lactamase family
345050,Class-C beta-lactamase family
200167,Class-C beta-lactamase family
477235,Class-C beta-lactamase family
490475,Class-C beta-lactamase family
365730,Class-C beta-lactamase family
454517,Class-C beta-lactamase family
237349,Class-C beta-lactamase family
372364,Class-C beta-lactamase family
10867,Class-C beta-lactamase family
347184,Class-C beta-lactamase family
83251,Class-C beta-lactamase family
237827,Class-C beta-lactamase family
51504,Class-C beta-lactamase family
142911,Class-C beta-lactamase family
128572,Class-C beta-lactamase family
306506,Class-C beta-lactamase family
423599,Class-C beta-lactamase family
172526,Class-C beta-lactamase family
49560,Class-C beta-lactamase family
89371,Class-C beta-lactamase family
74839,Class-C beta-lactamase family
73796,Class-C beta-lactamase family
497414,Class-C beta-lactamase family
146684,Class-C beta-lactamase family
493948,Class-C beta-lactamase family
410001,Class-C beta-lactamase family
42298,Class-C beta-lactamase family
365157,Class-C beta-lactamase family
423607,Class-C beta-lactamase family
274138,Class-C beta-lactamase family
420739,Class-C beta-lactamase family
151866,Class-C beta-lactamase family
131129,Class-C beta-lactamase family
3091,Class-C beta-lactamase family
211199,Class-C beta-lactamase family
35881,Class-C beta-lactamase family
77778,Class-C beta-lactamase family
329981,Class-C beta-lactamase family
427232,Class-C beta-lactamase family
338585,Class-C beta-lactamase family
4033,Class-C beta-lactamase family
52618,Class-C beta-lactamase family
342425,Class-C beta-lactamase family
276487,Class-C beta-lactamase family
421751,Class-C beta-lactamase family
36263,Class-C beta-lactamase family
421490,Class-C beta-lactamase family
373729,Class-C beta-lactamase family
21794,Class-C beta-lactamase family
241363,Class-C beta-lactamase family
355100,Class-C beta-lactamase family
485551,Class-C beta-lactamase family
337948,Class-C beta-lactamase family
231865,Class-C beta-lactamase family
403047,Class-C beta-lactamase family
154675,Class-C beta-lactamase family
19546,Class-C beta-lactamase family
2038,Class-C beta-lactamase family
290600,Class-C beta-lactamase family
411434,Class-C beta-lactamase family
75717,Class-C beta-lactamase family
42644,Class-C beta-lactamase family
484301,Class-C beta-lactamase family
79720,Class-C beta-lactamase family
337573,Class-C beta-lactamase family
419511,Class-C beta-lactamase family
110675,Class-C beta-lactamase family
338234,Class-C beta-lactamase family
365553,Class-C beta-lactamase family
424543,Class-C beta-lactamase family
428136,Class-C beta-lactamase family
321318,Class-C beta-lactamase family
166985,Class-C beta-lactamase family
327752,Class-C beta-lactamase family
344321,Class-C beta-lactamase family
24819,Class-C beta-lactamase family
425992,Class-C beta-lactamase family
285051,Class-C beta-lactamase family
358500,Class-C beta-lactamase family
337628,Class-C beta-lactamase family
70219,Class-C beta-lactamase family
68936,Class-C beta-lactamase family
121983,Class-C beta-lactamase family
224915,Class-C beta-lactamase family
222109,Class-C beta-lactamase family
345297,Class-C beta-lactamase family
250630,Class-C beta-lactamase family
497827,Class-C beta-lactamase family
75291,Class-C beta-lactamase family
119054,Class-C beta-lactamase family
17249,Class-C beta-lactamase family
240021,Class-C beta-lactamase family
132841,Class-C beta-lactamase family
361313,Class-C beta-lactamase family
44906,Class-C beta-lactamase family
343337,Class-C beta-lactamase family
465451,Class-C beta-lactamase family
346993,Class-C beta-lactamase family
428130,Class-C beta-lactamase family
32924,Class-C beta-lactamase family
427346,Class-C beta-lactamase family
342164,Class-C beta-lactamase family
456958,Class-C beta-lactamase family
74074,Class-C beta-lactamase family
99674,Class-C beta-lactamase family
340047,Class-C beta-lactamase family
329303,Class-C beta-lactamase family
381087,Class-C beta-lactamase family
425571,Class-C beta-lactamase family
339930,Class-C beta-lactamase family
428107,Class-C beta-lactamase family
424725,Class-C beta-lactamase family
339039,Class-C beta-lactamase family
210932,Class-C beta-lactamase family
252540,Class-C beta-lactamase family
194816,Class-C beta-lactamase family
348022,Class-C beta-lactamase family
340024,Class-C beta-lactamase family
502238,Class-C beta-lactamase family
426072,Class-C beta-lactamase family
227801,Class-C beta-lactamase family
324972,Class-C beta-lactamase family
367810,Class-C beta-lactamase family
232524,Class-C beta-lactamase family
338818,Class-C beta-lactamase family
187497,Class-C beta-lactamase family
417112,Class-C beta-lactamase family
487763,Class-C beta-lactamase family
497095,Class-C beta-lactamase family
142616,Class-C beta-lactamase family
427820,Class-C beta-lactamase family
400896,Class-C beta-lactamase family
73534,Class-C beta-lactamase family
337503,Class-C beta-lactamase family
419214,Class-C beta-lactamase family
340288,Class-C beta-lactamase family
451787,Class-C beta-lactamase family
451590,Class-C beta-lactamase family
74682,Class-C beta-lactamase family
419692,Class-C beta-lactamase family
346090,Class-C beta-lactamase family
338555,Class-C beta-lactamase family
5827,Class-C beta-lactamase family
237083,Class-C beta-lactamase family
384295,Class-C beta-lactamase family
248721,Class-C beta-lactamase family
453120,Class-C beta-lactamase family
188173,Class-C beta-lactamase family
468242,Class-C beta-lactamase family
338920,Class-C beta-lactamase family
79024,Class-C beta-lactamase family
55590,Class-C beta-lactamase family
100935,Class-C beta-lactamase family
444796,Class-C beta-lactamase family
332498,Class-C beta-lactamase family
155175,Class-C beta-lactamase family
79201,Class-C beta-lactamase family
338768,Class-C beta-lactamase family
19390,Class-C beta-lactamase family
422293,Class-C beta-lactamase family
159838,Class-C beta-lactamase family
86443,Class-C beta-lactamase family
185136,Class-C beta-lactamase family
94344,Class-C beta-lactamase family
109927,Class-C beta-lactamase family
291588,Class-C beta-lactamase family
124589,Class-C beta-lactamase family
338453,Class-C beta-lactamase family
457576,Class-C beta-lactamase family
81290,Class-C beta-lactamase family
451915,Class-C beta-lactamase family
103544,Class-C beta-lactamase family
377915,Class-C beta-lactamase family
141243,Class-C beta-lactamase family
69781,Class-C beta-lactamase family
56795,Class-C beta-lactamase family
108370,Class-C beta-lactamase family
424315,Class-C beta-lactamase family
455019,Class-C beta-lactamase family
94803,Class-C beta-lactamase family
124967,Class-C beta-lactamase family
45358,Class-C beta-lactamase family
426246,Class-C beta-lactamase family
430947,Class-C beta-lactamase family
442151,Class-C beta-lactamase family
78906,Class-C beta-lactamase family
4774,Class-C beta-lactamase family
362396,Class-C beta-lactamase family
302977,Class-C beta-lactamase family
364340,Class-C beta-lactamase family
338051,Class-C beta-lactamase family
339478,Class-C beta-lactamase family
410451,Class-C beta-lactamase family
80948,Class-C beta-lactamase family
347981,Class-C beta-lactamase family
75060,Class-C beta-lactamase family
79383,Class-C beta-lactamase family
360367,Class-C beta-lactamase family
78276,Class-C beta-lactamase family
411862,Class-C beta-lactamase family
490685,Class-C beta-lactamase family
252956,Class-C beta-lactamase family
9719,Class-C beta-lactamase family
194871,Class-C beta-lactamase family
337549,Class-C beta-lactamase family
490619,Class-C beta-lactamase family
17905,Class-C beta-lactamase family
321879,Class-C beta-lactamase family
465819,Class-C beta-lactamase family
6833,Class-C beta-lactamase family
101186,Class-C beta-lactamase family
365982,Class-C beta-lactamase family
418370,Class-C beta-lactamase family
420625,Class-C beta-lactamase family
291878,Class-C beta-lactamase family
444268,Class-C beta-lactamase family
421189,Class-C beta-lactamase family
199272,Class-C beta-lactamase family
412309,Class-C beta-lactamase family
343147,Class-C beta-lactamase family
221804,Class-C beta-lactamase family
87412,Class-C beta-lactamase family
347009,Class-C beta-lactamase family
422477,Class-C beta-lactamase family
283671,Class-C beta-lactamase family
340045,Class-C beta-lactamase family
36655,Class-C beta-lactamase family
279424,Class-C beta-lactamase family
227023,Class-C beta-lactamase family
224014,Class-C beta-lactamase family
78488,Class-C beta-lactamase family
32564,Class-C beta-lactamase family
297869,Class-C beta-lactamase family
270446,Class-C beta-lactamase family
2395,Class-C beta-lactamase family
17996,Class-C beta-lactamase family
252051,Class-C beta-lactamase family
250421,Class-C beta-lactamase family
1611,Class-C beta-lactamase family
5505,Class-C beta-lactamase family
130084,Class-C beta-lactamase family
337821,Class-C beta-lactamase family
150582,Class-C beta-lactamase family
406606,Class-C beta-lactamase family
318321,Class-C beta-lactamase family
340001,Class-C beta-lactamase family
85989,Class-C beta-lactamase family
269965,Class-C beta-lactamase family
342519,Class-C beta-lactamase family
127853,Class-C beta-lactamase family
482264,Class-C beta-lactamase family
338982,Class-C beta-lactamase family
398257,Class-C beta-lactamase family
464710,Class-C beta-lactamase family
331747,Class-C beta-lactamase family
358267,Class-C beta-lactamase family
1997,Class-C beta-lactamase family
135271,Class-C beta-lactamase family
346753,Class-C beta-lactamase family
483653,Class-C beta-lactamase family
78697,Class-C beta-lactamase family
326076,Class-C beta-lactamase family
122211,Class-C beta-lactamase family
125517,Class-C beta-lactamase family
337297,Class-C beta-lactamase family
395635,Class-C beta-lactamase family
279526,Class-C beta-lactamase family
430843,Class-C beta-lactamase family
68826,Class-C beta-lactamase family
340651,Class-C beta-lactamase family
85035,Class-C beta-lactamase family
368362,Class-C beta-lactamase family
237744,Class-C beta-lactamase family
424623,Class-C beta-lactamase family
206970,Class-C beta-lactamase family
39391,Class-C beta-lactamase family
339713,Class-C beta-lactamase family
124302,Class-C beta-lactamase family
92960,Class-C beta-lactamase family
119077,Class-C beta-lactamase family
192736,Class-C beta-lactamase family
431370,Class-C beta-lactamase family
32348,Class-C beta-lactamase family
380584,Class-C beta-lactamase family
76182,Class-C beta-lactamase family
303323,Class-C beta-lactamase family
82878,Class-C beta-lactamase family
